city,date,temp_avg,temp_min,temp_max,precipitation,snow,wind,wind_dir,wind_speed,wind_gust,pressure,sun
SPAIN BADAJOZ,2019-03-21,11.6,2.7,20.7,0.0,0.0,8.5,70.0,8.5,27.8,1025.5,0.0
SPAIN BADAJOZ,2019-03-22,12.2,2.3,21.6,0.0,0.0,10.5,77.0,10.5,33.3,1025.1,0.0
SPAIN BADAJOZ,2019-03-23,15.1,5.5,23.8,0.0,0.0,17.5,88.0,17.5,44.5,1022.2,0.0
SPAIN BADAJOZ,2019-03-24,15.5,7.4,24.0,0.0,0.0,13.0,76.0,13.0,35.2,1020.4,0.0
SPAIN BADAJOZ,2019-03-25,16.0,5.3,25.9,0.0,0.0,12.4,83.0,12.4,37.0,1018.0,0.0
SPAIN BADAJOZ,2019-03-26,17.1,7.0,27.6,0.0,0.0,14.6,71.0,14.6,40.8,1013.7,0.0
SPAIN BADAJOZ,2019-03-27,16.3,9.8,22.7,0.0,0.0,19.6,74.0,19.6,44.5,1020.0,0.0
SPAIN BADAJOZ,2019-03-28,14.1,4.2,23.2,0.0,0.0,11.2,99.0,11.2,33.3,1023.3,0.0
SPAIN BADAJOZ,2019-03-29,13.6,4.1,22.7,0.0,0.0,9.2,66.0,9.2,27.8,1021.2,0.0
BULGARIA SUMEN,2020-09-01,22.3,16.0,30.0,0.0,0.0,8.3,71.0,8.3,20.4,1007.8,0.0
BULGARIA SUMEN,2020-09-02,23.3,16.0,30.0,0.0,0.0,9.4,93.0,9.4,18.5,1010.8,0.0
BULGARIA SUMEN,2020-09-03,24.7,20.0,30.7,0.0,0.0,6.7,84.0,6.7,16.7,1015.1,0.0
BULGARIA SUMEN,2020-09-04,19.6,16.8,24.4,0.0,0.0,14.8,301.0,14.8,35.2,1017.2,0.0
BULGARIA SUMEN,2020-09-05,21.9,17.7,28.0,12.2,0.0,17.4,318.0,17.4,42.6,1016.2,0.0
BULGARIA SUMEN,2020-09-06,23.1,17.0,31.0,0.0,0.0,12.6,344.0,12.6,27.8,1014.0,0.0
BULGARIA SUMEN,2020-09-07,22.9,16.0,30.0,0.0,0.0,7.7,82.0,7.7,20.4,1015.7,0.0
BULGARIA SUMEN,2020-09-08,22.4,16.0,29.0,0.0,0.0,8.4,34.0,8.4,24.1,1020.2,0.0
BULGARIA SUMEN,2020-09-09,22.1,19.0,28.0,0.0,0.0,11.0,53.0,11.0,25.9,1023.1,0.0
BULGARIA SUMEN,2020-09-10,20.3,15.0,27.7,0.0,0.0,9.5,101.0,9.5,24.1,1017.1,0.0
BULGARIA SUMEN,2020-09-11,21.1,14.0,27.7,0.0,0.0,10.1,47.0,10.1,27.8,1014.8,0.0
BULGARIA SUMEN,2020-09-12,24.4,18.0,31.0,0.0,0.0,13.3,48.0,13.3,37.0,1017.5,0.0
BULGARIA SUMEN,2020-09-13,22.8,19.0,28.0,0.0,0.0,10.3,358.0,10.3,29.6,1020.4,0.0
LATVIA LITHUANIA,2020-09-18,10.6,7.9,13.6,0.0,0.0,18.1,306.0,18.1,44.5,1032.1,0.0
LATVIA LITHUANIA,2020-09-19,8.9,6.1,15.1,0.0,0.0,10.8,304.0,10.8,27.8,1035.5,0.0
LATVIA LITHUANIA,2020-09-20,6.5,2.0,12.6,0.0,0.0,7.4,259.0,7.4,18.5,1036.0,0.0
LATVIA LITHUANIA,2020-09-21,8.7,4.3,15.0,0.0,0.0,12.9,236.0,12.9,31.5,1030.4,0.0
LATVIA LITHUANIA,2020-09-22,13.3,9.1,17.8,0.0,0.0,13.4,226.0,13.4,31.5,1014.5,0.0
LATVIA LITHUANIA,2020-09-23,15.6,9.3,22.7,0.0,0.0,9.6,184.0,9.6,29.6,1021.2,0.0
LATVIA LITHUANIA,2020-09-24,17.7,11.7,26.3,0.0,0.0,8.7,160.0,8.7,25.9,1032.1,0.0
LATVIA LITHUANIA,2020-09-25,19.0,14.6,26.7,0.0,0.0,9.3,135.0,9.3,25.9,1032.0,0.0
LATVIA LITHUANIA,2020-09-26,20.2,15.5,27.3,0.0,0.0,14.7,110.0,14.7,33.3,1032.0,0.0
LATVIA LITHUANIA,2020-09-27,19.0,14.4,25.7,0.0,0.0,15.4,80.0,15.4,35.2,1035.1,0.0
LATVIA LITHUANIA,2020-09-28,14.4,11.7,16.6,0.0,0.0,6.8,128.0,6.8,22.2,1037.8,0.0
LATVIA LITHUANIA,2020-09-29,13.6,9.1,20.8,0.0,0.0,4.4,126.0,4.4,16.7,1039.4,0.0
LATVIA LITHUANIA,2020-09-30,11.0,6.9,14.4,0.0,0.0,10.1,37.0,10.1,25.9,1023.3,0.0
UKRAINE KONOTOP,2020-07-15,15.9,13.0,19.9,6.1,0.0,8.5,272.0,8.5,35.2,1009.2,0.0
UKRAINE KONOTOP,2020-07-16,18.2,12.5,23.5,0.0,0.0,4.4,0.0,4.4,24.1,1012.8,0.0
UKRAINE KONOTOP,2020-07-17,20.3,12.5,26.6,0.0,0.0,2.4,0.0,2.4,18.5,1014.2,0.0
UKRAINE KONOTOP,2020-07-18,20.2,13.6,25.7,0.0,0.0,4.8,0.0,4.8,22.2,1017.3,0.0
UKRAINE KONOTOP,2020-07-19,19.7,12.5,25.1,0.0,0.0,3.1,0.0,3.1,20.4,1018.0,0.0
UKRAINE KONOTOP,2020-07-20,20.0,13.1,28.0,0.0,0.0,2.6,0.0,2.6,18.5,1015.0,0.0
UKRAINE KONOTOP,2020-07-21,20.2,14.3,27.6,0.0,0.0,4.1,0.0,4.1,24.1,1012.3,0.0
UKRAINE KONOTOP,2020-07-22,17.9,15.1,22.8,0.0,0.0,7.8,278.0,7.8,37.0,1013.5,0.0
UKRAINE KONOTOP,2020-07-23,16.9,10.5,21.9,0.0,0.0,5.6,268.0,5.6,27.8,1015.1,0.0
UKRAINE KONOTOP,2020-07-24,17.9,14.2,23.5,0.0,0.0,3.1,0.0,3.1,22.2,1014.9,0.0
UKRAINE KONOTOP,2020-07-25,19.5,9.8,24.9,0.0,0.0,5.3,0.0,5.3,24.1,1016.6,0.0
UKRAINE KONOTOP,2020-07-26,23.1,16.9,27.7,0.0,0.0,5.3,114.0,5.3,24.1,1016.5,0.0
UKRAINE KONOTOP,2020-07-27,23.1,17.2,28.6,0.0,0.0,6.4,84.0,6.4,22.2,1016.2,0.0
UK WALES,2018-06-21,12.4,6.4,17.3,0.0,0.0,10.7,329.0,10.7,0.0,1027.5,0.0
UK WALES,2018-06-22,13.4,4.5,20.3,0.0,0.0,8.4,349.0,8.4,0.0,1031.6,0.0
UK WALES,2018-06-23,14.9,5.1,23.3,0.0,0.0,4.8,333.0,4.8,0.0,1029.0,0.0
UK WALES,2018-06-24,15.5,6.8,23.3,0.0,0.0,4.5,18.0,4.5,0.0,1026.2,0.0
UK WALES,2018-06-25,17.5,5.8,26.7,0.0,0.0,4.5,23.0,4.5,0.0,1026.3,0.0
UK WALES,2018-06-26,19.3,8.7,28.5,0.0,0.0,5.2,81.0,5.2,0.0,1026.2,0.0
UK WALES,2018-06-27,18.2,8.4,26.0,0.0,0.0,7.9,70.0,7.9,0.0,1026.0,0.0
UK WALES,2018-06-28,17.7,6.8,26.1,0.0,0.0,8.5,80.0,8.5,0.0,1025.6,0.0
UK WALES,2018-06-29,18.9,9.9,26.4,0.0,0.0,9.3,83.0,9.3,0.0,1022.8,0.0
UK WALES,2018-06-30,18.8,8.2,26.6,0.0,0.0,10.7,81.0,10.7,0.0,1017.3,0.0
UK WALES,2018-07-01,20.1,9.4,27.1,0.0,0.0,7.3,71.0,7.3,0.0,1014.8,0.0
UK WALES,2018-07-02,22.0,16.7,27.1,0.0,0.0,12.0,54.0,12.0,0.0,1017.1,0.0
UK WALES,2018-07-03,19.4,10.6,25.5,0.0,0.0,12.1,73.0,12.1,0.0,1018.6,0.0
BULGARIA SUMEN,2020-03-05,9.6,7.0,11.9,0.0,0.0,9.3,306.0,9.3,22.2,1007.3,0.0
BULGARIA SUMEN,2020-03-06,9.6,7.0,15.0,0.0,0.0,13.5,231.0,13.5,22.2,1007.8,0.0
BULGARIA SUMEN,2020-03-07,14.4,7.0,22.0,0.0,0.0,8.8,157.0,8.8,29.6,1009.5,0.0
BULGARIA SUMEN,2020-03-08,12.5,7.0,18.0,0.0,0.0,8.6,108.0,8.6,22.2,1014.6,0.0
BULGARIA SUMEN,2020-03-09,11.9,7.0,18.0,0.0,0.0,11.1,295.0,11.1,27.8,1011.2,0.0
BULGARIA SUMEN,2020-03-10,9.8,9.0,13.7,0.0,0.0,18.0,275.0,18.0,38.9,1007.5,0.0
BULGARIA SUMEN,2020-03-11,10.7,7.0,17.0,0.0,0.0,12.1,265.0,12.1,29.6,1015.5,0.0
BULGARIA SUMEN,2020-03-12,11.2,7.0,17.0,0.0,0.0,10.5,289.0,10.5,18.5,1019.2,0.0
BULGARIA SUMEN,2020-03-13,9.7,3.0,19.0,0.0,0.0,7.7,60.0,7.7,20.4,1013.2,0.0
BULGARIA SUMEN,2020-03-14,8.9,6.0,13.4,0.0,0.0,10.0,90.0,10.0,24.1,1016.3,0.0
BULGARIA SUMEN,2020-03-15,4.5,1.0,9.9,11.2,0.0,15.9,29.0,15.9,42.6,1023.7,0.0
BULGARIA SUMEN,2020-03-16,2.8,-1.0,9.0,5.1,0.0,12.1,40.0,12.1,35.2,1033.1,0.0
BULGARIA SUMEN,2020-03-17,3.1,-5.0,10.6,0.0,0.0,9.4,123.0,9.4,25.9,1029.9,0.0
DENMARK HOLSTEBRO,2018-07-06,16.0,12.5,19.7,0.0,0.0,31.6,268.0,31.6,0.0,1013.4,0.0
DENMARK HOLSTEBRO,2018-07-07,17.1,12.2,23.4,0.0,0.0,24.3,275.0,24.3,0.0,1018.3,0.0
DENMARK HOLSTEBRO,2018-07-08,16.2,9.0,22.3,0.0,0.0,14.1,273.0,14.1,0.0,1021.5,0.0
DENMARK HOLSTEBRO,2018-07-09,15.6,13.0,18.3,0.0,0.0,29.0,270.0,29.0,0.0,0.0,0.0
DENMARK HOLSTEBRO,2018-07-10,19.0,12.1,23.4,0.0,0.0,14.3,0.0,14.3,0.0,1017.2,0.0
DENMARK HOLSTEBRO,2018-07-11,21.9,14.0,28.0,0.0,0.0,9.2,21.0,9.2,0.0,1018.2,0.0
DENMARK HOLSTEBRO,2018-07-12,21.3,12.0,29.0,0.0,0.0,6.3,0.0,6.3,0.0,1016.3,0.0
DENMARK HOLSTEBRO,2018-07-13,16.7,12.4,21.9,0.0,0.0,17.6,267.0,17.6,0.0,1017.7,0.0
DENMARK HOLSTEBRO,2018-07-14,16.1,13.4,20.4,0.0,0.0,20.5,268.0,20.5,0.0,1018.4,0.0
DENMARK HOLSTEBRO,2018-07-15,19.3,14.6,25.1,0.0,0.0,13.7,268.0,13.7,0.0,1017.6,0.0
DENMARK HOLSTEBRO,2018-07-16,20.9,9.8,30.0,0.0,0.0,5.8,0.0,5.8,0.0,1016.2,0.0
DENMARK HOLSTEBRO,2018-07-17,21.7,12.4,30.9,0.0,0.0,4.2,0.0,4.2,0.0,1013.4,0.0
DENMARK HOLSTEBRO,2018-07-18,18.6,13.8,22.9,0.0,0.0,13.6,0.0,13.6,0.0,1015.7,0.0
UK CAMBRIDGE,2020-04-16,10.9,2.0,19.0,0.0,0.0,9.4,0.0,9.4,0.0,1016.7,0.0
UK CAMBRIDGE,2020-04-17,9.8,7.0,14.0,0.0,0.0,18.7,68.0,18.7,0.0,0.0,0.0
UK CAMBRIDGE,2020-04-18,9.0,6.0,13.0,0.0,0.0,9.9,57.0,9.9,0.0,1018.1,0.0
UK CAMBRIDGE,2020-04-19,10.4,6.0,15.0,0.0,0.0,13.3,48.0,13.3,0.0,1020.9,0.0
UK CAMBRIDGE,2020-04-20,10.5,5.0,16.0,0.0,0.0,18.7,57.0,18.7,0.0,1019.3,0.0
UK CAMBRIDGE,2020-04-21,11.8,8.0,16.0,0.0,0.0,20.4,65.0,20.4,0.0,1018.4,0.0
UK CAMBRIDGE,2020-04-22,12.8,8.0,19.0,0.0,0.0,13.4,57.0,13.4,0.0,1020.4,0.0
UK CAMBRIDGE,2020-04-23,13.4,4.0,22.0,0.0,0.0,6.3,30.0,6.3,0.0,0.0,0.0
UK CAMBRIDGE,2020-04-24,11.7,6.0,19.0,0.0,0.0,8.6,0.0,8.6,0.0,0.0,0.0
UK CAMBRIDGE,2020-04-25,9.7,5.3,16.0,0.0,0.0,7.9,63.0,7.9,0.0,0.0,0.0
UK CAMBRIDGE,2020-04-26,11.9,2.5,19.7,0.0,0.0,7.8,220.0,7.8,0.0,1011.6,0.0
UK CAMBRIDGE,2020-04-27,11.9,7.9,16.3,0.0,0.0,10.3,359.0,10.3,0.0,1007.4,0.0
BULGARIA SUMEN,2019-12-10,6.7,3.0,14.3,0.0,0.0,6.5,77.0,6.5,18.5,1013.1,0.0
BULGARIA SUMEN,2019-12-11,8.7,2.0,12.0,0.0,0.0,12.9,56.0,12.9,37.0,1015.6,0.0
BULGARIA SUMEN,2019-12-12,10.3,9.0,12.1,0.8,0.0,16.7,68.0,16.7,37.0,1009.8,0.0
BULGARIA SUMEN,2019-12-13,9.8,8.0,12.2,0.0,0.0,8.6,81.0,8.6,31.5,1003.5,0.0
BULGARIA SUMEN,2019-12-14,11.2,9.0,16.5,0.0,0.0,10.6,116.0,10.6,22.2,1001.7,0.0
BULGARIA SUMEN,2019-12-15,8.6,5.0,15.0,2.3,0.0,12.0,290.0,12.0,31.5,1016.5,0.0
BULGARIA SUMEN,2019-12-16,7.9,3.0,17.0,0.0,0.0,6.3,302.0,6.3,16.7,1023.0,0.0
BULGARIA SUMEN,2019-12-17,7.3,2.0,17.9,0.0,0.0,5.3,296.0,5.3,18.5,1022.4,0.0
BULGARIA SUMEN,2019-12-18,9.0,3.0,19.2,0.0,0.0,6.9,290.0,6.9,22.2,1023.4,0.0
BULGARIA SUMEN,2019-12-19,8.1,3.0,16.1,0.0,0.0,5.4,327.0,5.4,18.5,1026.1,0.0
BULGARIA SUMEN,2019-12-20,10.0,3.0,14.0,0.0,0.0,6.7,141.0,6.7,24.1,1019.5,0.0
BULGARIA SUMEN,2019-12-21,11.3,6.0,16.2,0.0,0.0,5.4,283.0,5.4,22.2,1010.3,0.0
BULGARIA SUMEN,2019-12-22,16.1,10.8,20.6,0.0,0.0,17.6,252.0,17.6,42.6,1001.0,0.0
